date,room_number,room_type,capacity,bed_count,bed_size,price,discount_rate,stay_status,bar_rate,currency,season,day_of_week,demand_level,event_flag,min_los,rate_plan,channel,market_segment,booking_lead_time_days,simulated_target_occupancy_pct
2024-09-28,704,Ocean View Two Queen,4,2,Two Queen,709.00,0.04,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,68,96.1
2024-09-28,705,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,98,96.1
2024-09-28,706,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,122,96.1
2024-09-28,707,Ocean View Two Queen,4,2,Two Queen,709.00,0.04,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,66,96.1
2024-09-28,708,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,109,96.1
2024-09-28,709,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,vacant,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Available Inventory,,96.1
2024-09-28,710,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,84,96.1
2024-09-28,711,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,128,96.1
2024-09-28,712,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,77,96.1
2024-09-28,713,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,90,96.1
2024-09-28,714,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,124,96.1
2024-09-28,715,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,80,96.1
2024-09-28,716,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,126,96.1
2024-09-28,717,Ocean View Two Queen,4,2,Two Queen,699.00,0.05,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,OTA_RETAIL,OTA,Leisure Transient,47,96.1
2024-09-28,718,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,105,96.1
2024-09-28,801,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,67,96.1
2024-09-28,802,Ocean View Two Queen,4,2,Two Queen,729.00,0.00,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,101,96.1
2024-09-28,803,Ocean View Two Queen,4,2,Two Queen,699.00,0.05,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,OTA_RETAIL,OTA,Leisure Transient,54,96.1
2024-09-28,804,Ocean View Two Queen,4,2,Two Queen,689.00,0.06,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,PACKAGE,Direct,Leisure Package,62,96.1
2024-09-28,805,Ocean View Two Queen,4,2,Two Queen,709.00,0.04,occupied,729.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,106,96.1
2024-09-28,806,Beachfront King,2,1,King,799.00,0.05,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,OTA_RETAIL,OTA,Leisure Transient,83,96.1
2024-09-28,807,Beachfront King,2,1,King,789.00,0.06,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,PACKAGE,Direct,Leisure Package,71,96.1
2024-09-28,808,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,29,96.1
2024-09-28,809,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,62,96.1
2024-09-28,810,Beachfront King,2,1,King,809.00,0.04,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,17,96.1
2024-09-28,811,Beachfront King,2,1,King,809.00,0.04,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,81,96.1
2024-09-28,812,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,99,96.1
2024-09-28,813,Beachfront King,2,1,King,799.00,0.05,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,OTA_RETAIL,OTA,Leisure Transient,83,96.1
2024-09-28,814,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,57,96.1
2024-09-28,815,Beachfront King,2,1,King,799.00,0.05,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,OTA_RETAIL,OTA,Leisure Transient,114,96.1
2024-09-28,816,Beachfront King,2,1,King,809.00,0.04,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,91,96.1
2024-09-28,817,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,10,96.1
2024-09-28,818,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,79,96.1
2024-09-28,901,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,129,96.1
2024-09-28,902,Beachfront King,2,1,King,809.00,0.04,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,33,96.1
2024-09-28,903,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,111,96.1
2024-09-28,904,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,107,96.1
2024-09-28,905,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,68,96.1
2024-09-28,906,Beachfront King,2,1,King,809.00,0.04,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,56,96.1
2024-09-28,907,Beachfront King,2,1,King,839.00,0.00,occupied,839.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,62,96.1
2024-09-28,908,Beachfront Two Queen,4,2,Two Queen,899.00,0.00,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,25,96.1
2024-09-28,909,Beachfront Two Queen,4,2,Two Queen,869.00,0.04,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,26,96.1
2024-09-28,910,Beachfront Two Queen,4,2,Two Queen,859.00,0.05,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,OTA_RETAIL,OTA,Leisure Transient,88,96.1
2024-09-28,911,Beachfront Two Queen,4,2,Two Queen,869.00,0.04,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,93,96.1
2024-09-28,912,Beachfront Two Queen,4,2,Two Queen,899.00,0.00,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,44,96.1
2024-09-28,913,Beachfront Two Queen,4,2,Two Queen,899.00,0.00,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,118,96.1
2024-09-28,914,Beachfront Two Queen,4,2,Two Queen,899.00,0.00,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,79,96.1
2024-09-28,915,Beachfront Two Queen,4,2,Two Queen,869.00,0.04,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,29,96.1
2024-09-28,916,Beachfront Two Queen,4,2,Two Queen,799.00,0.12,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,GROUP_CONTRACT,Group,Group,122,96.1
2024-09-28,917,Beachfront Two Queen,4,2,Two Queen,869.00,0.04,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,12,96.1
2024-09-28,918,Beachfront Two Queen,4,2,Two Queen,899.00,0.00,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,115,96.1
2024-09-28,1001,Beachfront Two Queen,4,2,Two Queen,859.00,0.05,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,OTA_RETAIL,OTA,Leisure Transient,117,96.1
2024-09-28,1002,Beachfront Two Queen,4,2,Two Queen,899.00,0.00,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,56,96.1
2024-09-28,1003,Beachfront Two Queen,4,2,Two Queen,899.00,0.00,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,44,96.1
2024-09-28,1004,Beachfront Two Queen,4,2,Two Queen,859.00,0.05,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,OTA_RETAIL,OTA,Leisure Transient,35,96.1
2024-09-28,1005,Beachfront Two Queen,4,2,Two Queen,899.00,0.00,occupied,899.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,43,96.1
2024-09-28,1006,Premium Ocean View King,2,1,King,989.00,0.00,occupied,989.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,121,96.1
2024-09-28,1007,Premium Ocean View King,2,1,King,949.00,0.04,occupied,989.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,PACKAGE,Direct,Leisure Package,37,96.1
2024-09-28,1008,Premium Ocean View King,2,1,King,949.00,0.04,occupied,989.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,PACKAGE,Direct,Leisure Package,70,96.1
2024-09-28,1009,Premium Ocean View King,2,1,King,989.00,0.00,occupied,989.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,123,96.1
2024-09-28,1010,Premium Ocean View King,2,1,King,989.00,0.00,vacant,989.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Available Inventory,,96.1
2024-09-28,1011,Premium Ocean View Two Queen,4,2,Two Queen,1059.00,0.00,occupied,1059.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,49,96.1
2024-09-28,1012,Premium Ocean View Two Queen,4,2,Two Queen,1059.00,0.00,occupied,1059.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,58,96.1
2024-09-28,1013,Premium Ocean View Two Queen,4,2,Two Queen,1059.00,0.00,occupied,1059.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,101,96.1
2024-09-28,1014,Beachfront Suite,4,2,King + Queen Sleeper Sofa,1429.00,0.02,occupied,1449.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,66,96.1
2024-09-28,1015,Beachfront Suite,4,2,King + Queen Sleeper Sofa,1449.00,0.00,occupied,1449.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,12,96.1
2024-09-28,1016,Beachfront Suite,4,2,King + Queen Sleeper Sofa,1449.00,0.00,occupied,1449.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,BAR,Direct,Leisure Transient,46,96.1
2024-09-28,1017,Beachfront Suite,4,2,King + Queen Sleeper Sofa,1429.00,0.02,occupied,1449.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,74,96.1
2024-09-28,1018,Beachfront Suite,4,2,King + Queen Sleeper Sofa,1429.00,0.02,occupied,1449.00,USD,Shoulder,Saturday,Compression,Shoulder Leisure Weekend,2,DIRECT_MEMBER,Direct,Leisure Transient,22,96.1
2024-09-29,201,Standard King,2,1,King,339.00,0.00,occupied,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,127,82.4
2024-09-29,202,Standard King,2,1,King,339.00,0.00,occupied,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,93,82.4
2024-09-29,203,Standard King,2,1,King,329.00,0.04,occupied,339.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,34,82.4
2024-09-29,204,Standard King,2,1,King,339.00,0.00,occupied,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,121,82.4
2024-09-29,205,Standard King,2,1,King,319.00,0.06,occupied,339.00,USD,Shoulder,Sunday,High,None,1,PACKAGE,Direct,Leisure Package,17,82.4
2024-09-29,206,Standard King,2,1,King,339.00,0.00,occupied,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,53,82.4
2024-09-29,207,Standard King,2,1,King,339.00,0.00,occupied,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,102,82.4
2024-09-29,208,Standard King,2,1,King,339.00,0.00,occupied,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,106,82.4
2024-09-29,209,Standard King,2,1,King,339.00,0.00,vacant,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Available Inventory,,82.4
2024-09-29,210,Standard King,2,1,King,339.00,0.00,vacant,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Available Inventory,,82.4
2024-09-29,211,Standard King,2,1,King,319.00,0.06,occupied,339.00,USD,Shoulder,Sunday,High,None,1,PACKAGE,Direct,Leisure Package,87,82.4
2024-09-29,212,Standard King,2,1,King,339.00,0.00,occupied,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,105,82.4
2024-09-29,213,Standard King,2,1,King,339.00,0.00,occupied,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,51,82.4
2024-09-29,214,Standard King,2,1,King,339.00,0.00,occupied,339.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,115,82.4
2024-09-29,215,Standard King,2,1,King,329.00,0.05,occupied,339.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,33,82.4
2024-09-29,216,Standard King,2,1,King,319.00,0.06,occupied,339.00,USD,Shoulder,Sunday,High,None,1,PACKAGE,Direct,Leisure Package,93,82.4
2024-09-29,217,Standard Two Queen,4,2,Two Queen,369.00,0.00,occupied,369.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,105,82.4
2024-09-29,218,Standard Two Queen,4,2,Two Queen,359.00,0.04,occupied,369.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,73,82.4
2024-09-29,219,Standard Two Queen,4,2,Two Queen,359.00,0.04,occupied,369.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,31,82.4
2024-09-29,301,Standard Two Queen,4,2,Two Queen,359.00,0.05,occupied,369.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,54,82.4
2024-09-29,302,Standard Two Queen,4,2,Two Queen,369.00,0.00,vacant,369.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Available Inventory,,82.4
2024-09-29,303,Standard Two Queen,4,2,Two Queen,349.00,0.06,occupied,369.00,USD,Shoulder,Sunday,High,None,1,PACKAGE,Direct,Leisure Package,75,82.4
2024-09-29,304,Standard Two Queen,4,2,Two Queen,369.00,0.00,occupied,369.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,118,82.4
2024-09-29,305,Standard Two Queen,4,2,Two Queen,369.00,0.00,occupied,369.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,33,82.4
2024-09-29,306,Standard Two Queen,4,2,Two Queen,369.00,0.00,occupied,369.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,48,82.4
2024-09-29,307,Standard Two Queen,4,2,Two Queen,359.00,0.05,occupied,369.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,79,82.4
2024-09-29,308,Standard Two Queen,4,2,Two Queen,369.00,0.00,occupied,369.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,118,82.4
2024-09-29,309,Standard Two Queen,4,2,Two Queen,359.00,0.05,occupied,369.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,17,82.4
2024-09-29,310,Standard Two Queen,4,2,Two Queen,349.00,0.06,occupied,369.00,USD,Shoulder,Sunday,High,None,1,PACKAGE,Direct,Leisure Package,73,82.4
2024-09-29,311,Standard Two Queen,4,2,Two Queen,359.00,0.04,occupied,369.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,20,82.4
2024-09-29,312,Standard Two Queen,4,2,Two Queen,369.00,0.00,occupied,369.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,65,82.4
2024-09-29,313,Standard Two Queen,4,2,Two Queen,369.00,0.00,occupied,369.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,103,82.4
2024-09-29,314,Standard Two Queen,4,2,Two Queen,329.00,0.12,occupied,369.00,USD,Shoulder,Sunday,High,None,1,GROUP_CONTRACT,Group,Group,49,82.4
2024-09-29,315,Standard Two Queen,4,2,Two Queen,369.00,0.00,occupied,369.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,39,82.4
2024-09-29,316,Standard Two Queen,4,2,Two Queen,359.00,0.03,vacant,369.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Available Inventory,,82.4
2024-09-29,317,Standard Two Queen,4,2,Two Queen,349.00,0.06,occupied,369.00,USD,Shoulder,Sunday,High,None,1,PACKAGE,Direct,Leisure Package,87,82.4
2024-09-29,318,Ocean View King,2,1,King,429.00,0.04,occupied,439.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,111,82.4
2024-09-29,319,Ocean View King,2,1,King,419.00,0.05,occupied,439.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,10,82.4
2024-09-29,401,Ocean View King,2,1,King,419.00,0.05,occupied,439.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,23,82.4
2024-09-29,402,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,105,82.4
2024-09-29,403,Ocean View King,2,1,King,429.00,0.04,occupied,439.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,111,82.4
2024-09-29,404,Ocean View King,2,1,King,429.00,0.04,occupied,439.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,100,82.4
2024-09-29,405,Ocean View King,2,1,King,419.00,0.05,occupied,439.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,76,82.4
2024-09-29,406,Ocean View King,2,1,King,439.00,0.00,vacant,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Available Inventory,,82.4
2024-09-29,407,Ocean View King,2,1,King,439.00,0.00,vacant,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Available Inventory,,82.4
2024-09-29,408,Ocean View King,2,1,King,389.00,0.12,occupied,439.00,USD,Shoulder,Sunday,High,None,1,GROUP_CONTRACT,Group,Group,164,82.4
2024-09-29,409,Ocean View King,2,1,King,429.00,0.04,occupied,439.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,21,82.4
2024-09-29,410,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,88,82.4
2024-09-29,411,Ocean View King,2,1,King,429.00,0.03,vacant,439.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Available Inventory,,82.4
2024-09-29,412,Ocean View King,2,1,King,439.00,0.00,vacant,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Available Inventory,,82.4
2024-09-29,413,Ocean View King,2,1,King,389.00,0.12,occupied,439.00,USD,Shoulder,Sunday,High,None,1,GROUP_CONTRACT,Group,Group,153,82.4
2024-09-29,414,Ocean View King,2,1,King,429.00,0.04,occupied,439.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,36,82.4
2024-09-29,415,Ocean View King,2,1,King,429.00,0.04,occupied,439.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Leisure Transient,114,82.4
2024-09-29,416,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,57,82.4
2024-09-29,417,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,106,82.4
2024-09-29,418,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,11,82.4
2024-09-29,419,Ocean View King,2,1,King,389.00,0.12,occupied,439.00,USD,Shoulder,Sunday,High,None,1,GROUP_CONTRACT,Group,Group,80,82.4
2024-09-29,501,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,12,82.4
2024-09-29,502,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,49,82.4
2024-09-29,503,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,67,82.4
2024-09-29,504,Ocean View King,2,1,King,419.00,0.05,occupied,439.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,23,82.4
2024-09-29,505,Ocean View King,2,1,King,419.00,0.05,occupied,439.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,50,82.4
2024-09-29,506,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,44,82.4
2024-09-29,507,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,74,82.4
2024-09-29,508,Ocean View King,2,1,King,389.00,0.12,occupied,439.00,USD,Shoulder,Sunday,High,None,1,GROUP_CONTRACT,Group,Group,72,82.4
2024-09-29,509,Ocean View King,2,1,King,389.00,0.12,occupied,439.00,USD,Shoulder,Sunday,High,None,1,GROUP_CONTRACT,Group,Group,56,82.4
2024-09-29,510,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,61,82.4
2024-09-29,511,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,125,82.4
2024-09-29,512,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,110,82.4
2024-09-29,513,Ocean View King,2,1,King,429.00,0.03,vacant,439.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Available Inventory,,82.4
2024-09-29,514,Ocean View King,2,1,King,419.00,0.05,occupied,439.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,102,82.4
2024-09-29,515,Ocean View King,2,1,King,419.00,0.05,occupied,439.00,USD,Shoulder,Sunday,High,None,1,OTA_RETAIL,OTA,Leisure Transient,11,82.4
2024-09-29,516,Ocean View King,2,1,King,439.00,0.00,vacant,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Available Inventory,,82.4
2024-09-29,517,Ocean View King,2,1,King,439.00,0.00,occupied,439.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,81,82.4
2024-09-29,518,Ocean View Two Queen,4,2,Two Queen,489.00,0.00,occupied,489.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,33,82.4
2024-09-29,601,Ocean View Two Queen,4,2,Two Queen,479.00,0.03,vacant,489.00,USD,Shoulder,Sunday,High,None,1,DIRECT_MEMBER,Direct,Available Inventory,,82.4
2024-09-29,602,Ocean View Two Queen,4,2,Two Queen,469.00,0.06,occupied,489.00,USD,Shoulder,Sunday,High,None,1,PACKAGE,Direct,Leisure Package,74,82.4
2024-09-29,603,Ocean View Two Queen,4,2,Two Queen,489.00,0.00,occupied,489.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,102,82.4
2024-09-29,604,Ocean View Two Queen,4,2,Two Queen,489.00,0.00,vacant,489.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Available Inventory,,82.4
2024-09-29,605,Ocean View Two Queen,4,2,Two Queen,489.00,0.00,occupied,489.00,USD,Shoulder,Sunday,High,None,1,BAR,Direct,Leisure Transient,115,82.4
